polarity,timestamp
0.0,2017-01-01T22:41:43
0.0,2017-01-01T23:52:24
-0.15,2017-01-01T22:00:02
0.0,2017-01-01T23:45:35
0.0,2017-01-01T22:51:28
0.0,2017-01-01T23:04:27
0.5,2017-01-01T23:06:24
0.0,2017-01-01T23:40:48
0.25,2017-01-01T22:01:18
0.0,2017-01-01T22:44:46
0.3181818181818182,2017-01-01T21:47:01
0.0,2017-01-01T23:55:43
0.0,2017-01-01T21:36:39
0.0,2017-01-01T22:10:49
0.0,2017-01-01T21:59:13
0.5,2017-01-01T23:59:02
0.0,2017-01-01T23:30:27
0.0,2017-01-01T23:28:23
0.0,2017-01-01T23:26:40
0.13636363636363635,2017-01-01T23:17:09
0.0,2017-01-01T23:16:14
0.0,2017-01-01T23:14:38
0.5,2017-01-01T23:06:24
0.0,2017-01-01T23:04:27
0.0,2017-01-01T22:51:28
0.0,2017-01-01T22:44:46
0.0,2017-01-01T22:41:43
0.3214285714285714,2017-01-01T22:25:04
0.4333333333333333,2017-01-01T22:24:16
0.0,2017-01-01T22:04:59
0.0,2017-01-01T22:01:41
0.25,2017-01-01T22:01:18
-0.15,2017-01-01T22:00:02
0.0,2017-01-01T21:53:25
0.5,2017-01-01T21:42:37
0.0,2017-01-01T21:36:39
0.43125,2017-01-01T21:23:01
0.7,2017-01-01T21:12:00
0.25,2017-01-01T21:11:44
0.375,2017-01-01T21:08:51
0.25,2017-01-01T21:07:43
0.0,2017-01-01T21:07:37
0.4681818181818182,2017-01-01T21:06:48
0.0,2017-01-01T21:04:04
1.0,2017-01-01T21:01:02
-0.15,2017-01-01T21:00:02
0.061111111111111095,2017-01-01T20:55:19
0.0,2017-01-01T20:47:48
-0.4,2017-01-01T20:46:37
0.4,2017-01-01T20:44:21
0.0,2017-01-01T20:39:41
0.13636363636363635,2017-01-01T20:34:58
0.0,2017-01-01T20:29:10
0.175,2017-01-01T20:13:10
0.5,2017-01-01T20:00:03
0.0,2017-01-01T19:44:34
0.0,2017-01-01T19:43:10
0.0,2017-01-01T19:43:08
0.16818181818181818,2017-01-01T19:37:36
0.13636363636363635,2017-01-01T19:28:09
0.0,2017-01-01T19:24:27
-0.1,2017-01-01T19:11:43
0.13636363636363635,2017-01-01T19:00:29
-0.15,2017-01-01T19:00:02
0.0,2017-01-01T18:57:46
0.0,2017-01-01T18:56:38
0.0,2017-01-01T18:51:21
0.08,2017-01-01T18:51:14
0.0,2017-01-01T18:48:15
0.4125,2017-01-01T18:46:14
0.4681818181818182,2017-01-01T18:45:20
0.0,2017-01-01T18:43:06
0.0,2017-01-01T18:33:14
0.4,2017-01-01T18:28:05
0.2333333333333333,2017-01-01T18:13:31
0.0,2017-01-01T18:01:15
-0.05,2017-01-01T17:54:05
0.0,2017-01-01T17:51:43
0.1,2017-01-01T17:50:19
0.4,2017-01-01T17:46:35
0.0,2017-01-01T17:34:53
0.0,2017-01-01T17:26:04
0.13636363636363635,2017-01-01T17:21:35
0.6025,2017-01-01T17:15:16
0.0,2017-01-01T17:14:01
0.1,2017-01-01T17:11:08
0.5,2017-01-01T17:09:48
0.0,2017-01-01T17:06:13
0.7,2017-01-01T17:01:52
-0.15,2017-01-01T17:01:41
-0.15,2017-01-01T17:00:02
0.9,2017-01-01T16:53:50
0.8,2017-01-01T16:50:49
-0.5,
0.0,2017-01-01T16:42:05
0.0,2017-01-01T16:41:04
0.13636363636363635,2017-01-01T16:32:31
0.0,2017-01-01T16:29:47
0.13636363636363635,2017-01-01T16:24:42
0.0,2017-01-01T16:19:00
0.06818181818181818,2017-01-01T16:15:00
0.0,2017-01-01T16:14:55
0.0,2017-01-01T16:11:35
0.0,2017-01-01T16:06:14
0.13636363636363635,2017-01-01T16:03:16
0.5,2017-01-01T16:00:03
0.8,2017-01-01T15:57:30
0.0,2017-01-01T15:44:16
0.0,2017-01-01T15:30:19
0.0,2017-01-01T15:02:53
-0.07777777777777779,2017-01-01T15:02:25
0.0,2017-01-01T13:41:19
0.0,2017-01-01T13:30:56
0.0,2017-01-01T13:19:02
0.0,2017-01-01T13:18:04
0.1,2017-01-01T13:10:47
0.0,2017-01-01T13:10:09
0.0,2017-01-01T13:00:32
0.0,2017-01-01T13:00:03
0.4681818181818182,2017-01-01T12:31:55
0.7,2017-01-01T12:22:01
0.5,2017-01-01T12:13:58
0.8,2017-01-01T12:07:25
0.0,2017-01-01T12:03:44
0.5,2017-01-01T12:00:02
0.0,2017-01-01T11:45:22
0.0,2017-01-01T11:30:00
0.0,2017-01-01T10:59:55
0.4000000000000001,2017-01-01T10:47:38
0.0,2017-01-01T07:28:38
0.4,2017-01-01T07:13:13
0.0,2017-01-01T07:03:45
0.0,2017-01-01T06:59:01
0.4,2017-01-01T06:50:05
0.0,2017-01-01T06:40:05
0.0,2017-01-01T06:29:12
0.8,2017-01-01T06:18:30
0.13636363636363635,2017-01-01T06:00:11
0.0,2017-01-01T05:50:05
0.4681818181818182,2017-01-01T05:25:13
0.0,2017-01-01T05:19:16
